web-scraper-order,web-scraper-start-url,computer_condition,brand,price,processor_ram_storage
"1732297791-1171","https://www.expat-dakar.com/ordinateurs?page=139","Neuf","HP","139 900 F Cfa","Ordinateur HP core i5 Neuf"
"1732297791-1172","https://www.expat-dakar.com/ordinateurs?page=139","Neuf","HP","850 000 F Cfa","ALL IN ONE HP NEUF 27"""
"1732297791-1173","https://www.expat-dakar.com/ordinateurs?page=139","Réconditionné","Apple","175 000 F Cfa","MACBOOK AIR 2015 11 POUCES"
"1732297791-1174","https://www.expat-dakar.com/ordinateurs?page=139","Neuf","Microsoft Surface","300 000 F Cfa","Surface pro 7 128giga 4giga neuf scellé authentique"
"1732297799-1175","https://www.expat-dakar.com/ordinateurs?page=138","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297799-1176","https://www.expat-dakar.com/ordinateurs?page=138","Neuf","HP","220 000 F Cfa","Hp EliteBook 830 G5 Corei7 512ssd Ram16"
"1732297799-1177","https://www.expat-dakar.com/ordinateurs?page=138","Neuf","HP","750 000 F Cfa","Dell Xps 13plus Corei7 512ssd Ram16 Touchbar"
"1732297799-1178","https://www.expat-dakar.com/ordinateurs?page=138","Neuf","HP","850 000 F Cfa","Hp EliteBook 840 G11 ultra7 512ssd Ram16 14Th Gen"
"1732297799-1179","https://www.expat-dakar.com/ordinateurs?page=138","Venant","Dell","85 000 F Cfa","Écran pc dell 24"" hdmi type-c"
"1732297799-1180","https://www.expat-dakar.com/ordinateurs?page=138","Neuf","HP","300 000 F Cfa","HP ELITEBOOK 840 G7 I5/16GO/512SSD"
"1732297799-1181","https://www.expat-dakar.com/ordinateurs?page=138","Neuf","HP","450 000 F Cfa","HP ZBOOK FIRE FLY I7/16GO/512SSD"
"1732297799-1182","https://www.expat-dakar.com/ordinateurs?page=138","Neuf","Lenovo","380 000 F Cfa","LENOVO THINKBOOK G4 I5-12GEN/16GO/512SSD"
"1732297799-1183","https://www.expat-dakar.com/ordinateurs?page=138","Neuf","HP","350 000 F Cfa","HP ELITEBOOK 840 Core i7 ssd 512 Ram 16 Scelle"
"1732297799-1184","https://www.expat-dakar.com/ordinateurs?page=138","Neuf","Apple","550 000 F Cfa","Mac Book Pro M2 2022 ssd 1 Tera Ram 8 Gb"
"1732297799-1185","https://www.expat-dakar.com/ordinateurs?page=138","Venant","HP","465 000 F Cfa","Gamer ZBook G8"
"1732297817-1186","https://www.expat-dakar.com/ordinateurs?page=137","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297817-1187","https://www.expat-dakar.com/ordinateurs?page=137","Venant","Apple","750 000 F Cfa","MacBook Pro M1 14 Pouce 2021"
"1732297817-1188","https://www.expat-dakar.com/ordinateurs?page=137","Neuf","Apple","1 150 000 F Cfa","2023 Mac Book M2 Pro de 16 Pouces ssd 1 Tera ram 16"
"1732297817-1189","https://www.expat-dakar.com/ordinateurs?page=137","Neuf","Apple","480 000 F Cfa","2022 Mac Book Pro Touch Bar Puce M2"
"1732297817-1190","https://www.expat-dakar.com/ordinateurs?page=137","Venant","Dell","125 000 F Cfa","Dell latitude 5550"
"1732297817-1191","https://www.expat-dakar.com/ordinateurs?page=137","Venant","Dell","784 998 F Cfa","Lot de 8 Ordinateurs Portables Lenovo, Dell, Surface"
"1732297817-1192","https://www.expat-dakar.com/ordinateurs?page=137","Neuf","Lenovo","485 000 F Cfa","Lenovo thinkpad T14 gen4"
"1732297817-1193","https://www.expat-dakar.com/ordinateurs?page=137","D'occasion","HP","330 000 F Cfa","Hp 850 g8"
"1732297817-1194","https://www.expat-dakar.com/ordinateurs?page=137","Venant","Dell","","All in one Dell i5 ram 8GO"
"1732297817-1195","https://www.expat-dakar.com/ordinateurs?page=137","Neuf","HP","150 000 F Cfa","Hp EliteBook 840 Corei5 Ram8 Tactile"
"1732297817-1196","https://www.expat-dakar.com/ordinateurs?page=137","Neuf","Lenovo","250 000 F Cfa","Lenovo Thinkpad X1 Carbon Corei7 512ssd Ram16"
"1732298051-1197","https://www.expat-dakar.com/ordinateurs?page=54","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298051-1198","https://www.expat-dakar.com/ordinateurs?page=54","Venant","Apple","1 100 000 F Cfa","MacBook Pro  M1 Max 16'', 64GB RAM, 2TB SSD"
"1732298051-1199","https://www.expat-dakar.com/ordinateurs?page=54","Venant","Dell","310 000 F Cfa","Dell Latitude 7410 - I7 10th VPro | 16GB RAM | 256"
"1732298051-1200","https://www.expat-dakar.com/ordinateurs?page=54","Venant","HP","180 000 F Cfa","HP Pavilion 14 X360 - I3 8th | 8GB RAM | 512"
"1732298051-1201","https://www.expat-dakar.com/ordinateurs?page=54","Venant","Lenovo","250 000 F Cfa","Lenovo ThinkPad E15 Gen 2 - I5 11th | 16GB RAM | 512"
"1732298051-1202","https://www.expat-dakar.com/ordinateurs?page=54","Venant","Apple","550 000 F Cfa","MacBook Pro 2020 - I7 | 32GB RAM | 512"
"1732298051-1203","https://www.expat-dakar.com/ordinateurs?page=54","Venant","Apple","1 350 000 F Cfa","MacBook Pro M3 Pro 16-pouce, 36GB RAM, 512GB SSD"
"1732298051-1204","https://www.expat-dakar.com/ordinateurs?page=54","Venant","Microsoft Surface","125 000 F Cfa","Microsoft surface 3"
"1732298051-1205","https://www.expat-dakar.com/ordinateurs?page=54","Venant","Lenovo","280 000 F Cfa","Lenovo p51 gamer i7 40g ram"
"1732298051-1206","https://www.expat-dakar.com/ordinateurs?page=54","Neuf","HP","160 000 F Cfa","Hp 840 g3 i5 tactile"
"1732298051-1207","https://www.expat-dakar.com/ordinateurs?page=54","Venant","Dell","50 000 F Cfa","Ordinateur Dell optiplex 7010 - i5"
"1732298063-1208","https://www.expat-dakar.com/ordinateurs?page=53","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298063-1209","https://www.expat-dakar.com/ordinateurs?page=53","Venant","Dell","85 000 F Cfa","Dell core i7 disc 500g ram 16g"
"1732298063-1210","https://www.expat-dakar.com/ordinateurs?page=53","Neuf","Lenovo","150 000 F Cfa","LENOVO"
"1732298063-1211","https://www.expat-dakar.com/ordinateurs?page=53","Venant","Dell","199 000 F Cfa","DELL LATITUDE 7390 2-IN-1 CORE I5"
"1732298063-1212","https://www.expat-dakar.com/ordinateurs?page=53","Neuf","HP","300 000 F Cfa","Hp Elitebook 1030 I7/16Go/512ssd"
"1732298063-1213","https://www.expat-dakar.com/ordinateurs?page=53","Venant","Dell","400 000 F Cfa","Dell G15 I5-10Th/16Go/512ssd/Nvidia gtx"
"1732298063-1214","https://www.expat-dakar.com/ordinateurs?page=53","Neuf","HP","310 000 F Cfa","HP Spectre x360 i7- 512go SSD"
"1732298063-1215","https://www.expat-dakar.com/ordinateurs?page=53","Venant","HP","250 000 F Cfa","Hp probook i5 /G7/16G/512G"
"1732298063-1216","https://www.expat-dakar.com/ordinateurs?page=53","Neuf","Apple","1 300 000 F Cfa","iMac 24 pouces M3 512gb"
"1732298063-1217","https://www.expat-dakar.com/ordinateurs?page=53","Venant","Apple","125 000 F Cfa","Macbook pro 2012 disque SSD"
"1732298063-1218","https://www.expat-dakar.com/ordinateurs?page=53","Venant","Microsoft Surface","185 000 F Cfa","Microsoft surface pro4 i7"
"1732298072-1219","https://www.expat-dakar.com/ordinateurs?page=52","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298072-1220","https://www.expat-dakar.com/ordinateurs?page=52","Réconditionné","Apple","200 000 F Cfa","MacBook Air 2017"
"1732298072-1221","https://www.expat-dakar.com/ordinateurs?page=52","Venant","Dell","35 001 F Cfa","Ordinateur Dell Optiplex 7010 Mt - i3"
"1732298072-1222","https://www.expat-dakar.com/ordinateurs?page=52","Neuf","HP","350 000 F Cfa","HP 645 G10 /16GO/512SSD"
"1732298072-1223","https://www.expat-dakar.com/ordinateurs?page=52","Neuf","Lenovo","700 000 F Cfa","LENOVO L14 GEN4 I7-64GO/512SSD"
"1732298072-1224","https://www.expat-dakar.com/ordinateurs?page=52","Neuf","ASUS","250 000 F Cfa","ASUS ViVOBOOK I5/16GO/512SSD"
"1732298072-1225","https://www.expat-dakar.com/ordinateurs?page=52","Venant","MSI","450 000 F Cfa","✅ MSI Pro Gamer i7❇ Nvidia RTX 💥"
"1732298072-1226","https://www.expat-dakar.com/ordinateurs?page=52","Venant","Apple","250 000 F Cfa","MacBook Pro 2015 13 Pouces - I5 | 8GB RAM | 256"
"1732298072-1227","https://www.expat-dakar.com/ordinateurs?page=52","Venant","Apple","375 000 F Cfa","MacBook Pro Touchbar i7 2017 15 pouces"
